Name,Definition
registry_intel_by_threat_key(1),"inputlookup append=T registry_intel where threat_key=""$threat_key$"" | fillnull value=0 updated,disabled | `set_threat_collection_name(""registry_intel"")` | `get_threat_attribution_weight(threat_key)`"
registry_intel_stats,"dc(registry_path),dc(registry_value_name),dc(registry_value_text)"
registry_keys_for_creating_shim_databases_filter,search *
registry_keys_used_for_persistence_filter,search *
registry_keys_used_for_privilege_escalation_filter,search *
registry_tracker,inputlookup append=T registry_tracker | `get_asset(dest)` | `get_identity4events(dest_owner)`
regressionstatistics(2),"rename ""$a$"" as _actual, ""$p$"" as _predicted | eventstats avg(_actual) as _avgActual | eval _actualMinusAvg = _actual - _avgActual, _residual = _actual - _predicted | stats sumsq(_actualMinusAvg) as _sumsqActualMinusAvg, sumsq(_residual) as _sumsqResidual, count(_residual) as _sampleCount | eval _sumsqActualMinusAvg=round(_sumsqActualMinusAvg,6), _sumsqResidual = round(_sumsqResidual, 6) | eval rSquared = if(_sumsqActualMinusAvg == 0, ""NaN"", round(1 - _sumsqResidual / _sumsqActualMinusAvg, 4)), RMSE = round(sqrt(_sumsqResidual / _sampleCount), 2) | table rSquared RMSE"
regsvr32_silent_and_install_param_dll_loading_filter,search *
regsvr32_with_known_silent_switch_cmdline_filter,search *
remap_subjects,"tags outputfield=evtTags | `swap_if_tagged(src, dest, evtTags)` | fields - evtTags"
remcos_client_registry_install_entry_filter,search *
remcos_rat_file_creation_in_remcos_folder_filter,search *
remote_desktop_network_bruteforce_filter,search *
remote_desktop_network_traffic_filter,search *
remote_desktop_process_running_on_system_filter,search *
remote_process_instantiation_via_dcom_and_powershell_filter,search *
remote_process_instantiation_via_dcom_and_powershell_script_block_filter,search *
remote_process_instantiation_via_winrm_and_powershell_filter,search *
remote_process_instantiation_via_winrm_and_powershell_script_block_filter,search *
remote_process_instantiation_via_winrm_and_winrs_filter,search *
remote_process_instantiation_via_wmi_and_powershell_filter,search *
remote_process_instantiation_via_wmi_and_powershell_script_block_filter,search *
remote_process_instantiation_via_wmi_filter,search *
remote_registry_key_modifications_filter,search *
remote_system_discovery_with_adsisearcher_filter,search *
remote_system_discovery_with_dsquery_filter,search *
remote_system_discovery_with_net_filter,search *
remote_system_discovery_with_wmic_filter,search *
remote_wmi_command_attempt_filter,search *
remoteconnectionmanager,"source=""WinEventLog:Microsoft-Windows-TerminalServices-RemoteConnectionManager/Operational"""
remove_valid_domains,"eval domain=trim(domain,""*"") | search NOT[| inputlookup domains] NOT[ |inputlookup cim_corporate_email_domain_lookup] NOT[inputlookup cim_corporate_web_domain_lookup] | eval domain=""*""+domain+""*"""
rename_all,"rename ""All_Records.*"" as *"
resize_shadowstorage_volume_filter,search *
response_plan_by_id(3),"mcincidents fields=""id,incident_type,response_plans,attachments"" query=""{\""id\"": \""$incident_id$\""}"" incident_type=""$incident_type$"" | transformincidentdata $response_plan_id$ | fields response_plans"
rest_handler_transactions,"index=_internal sourcetype=*:rest_handler (Entering OR ""completed successfully"") | `get_namespace` | rex field=sourcetype ""(?<handler>\w+):rest_handler"" | rex ""ACTION_(?<action>\w+)"" | transaction handler,action startswith=Entering endswith=""completed successfully"" maxspan=30s maxpause=30s maxevents=2"
reverse_asset_lookup(1),"makeresults | eval key=""$value$"" | lookup update=true asset_lookup_by_str asset as key OUTPUTNEW _key as asset_id,`asset_fields` | lookup update=true asset_lookup_by_cidr asset as key OUTPUTNEW _key as asset_id,`asset_fields` | eval ip=case(match(ip, ""^\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}$""),ip,match(key, ""^\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}$""),key,1=1,null()) | where isnotnull(asset_id)"
reverse_identity_lookup(1),"makeresults | eval key=""$value$"" | lookup update=true identity_lookup_expanded identity as key OUTPUTNEW _key as identity_id,`identity_fields` | where isnotnull(identity_id)"
reviewstatus_exclusions,search _key!=-1 NOT ((disabled=1 OR disabled=t OR disabled=true) AND (hidden=1 OR hidden=t OR hidden=true))
reviewstatus_groups,inputlookup append=T expected_status_group_lookup
reviewstatuses,"inputlookup append=T reviewstatuses_lookup | rename label as status_label,description as status_description | `reviewstatus_exclusions`"
revil_common_exec_parameter_filter,search *
revil_registry_entry_filter,search *
risk_correlation,"`risk_correlation_assets(""orig_host"")` | `risk_correlation_assets(""dvc"")` | `risk_correlation_assets(""src"")` | `risk_correlation_assets(""dest"")` | `risk_correlation_identities(""src_user"")` | `risk_correlation_identities(""user"")` | eval `risk_correlation_object_types_meval`,`risk_correlation_score_meval`"
risk_correlation_assets(1),"lookup update=true risk_correlation_by_system_lookup risk_object as ""$subject$"" OUTPUT risk_score as ""_$subject$_risk_score"" | eval ""$subject$_risk_score""=if(isnotnull($subject$_risk_score),$subject$_risk_score,_$subject$_risk_score) | fields - _$subject$_risk_score"
risk_correlation_identities(1),"lookup update=true risk_correlation_by_user_lookup risk_object as ""$user$"" OUTPUT risk_score as ""_$user$_risk_score"" | eval ""$user$_risk_score""=if(isnotnull($user$_risk_score),$user$_risk_score,_$user$_risk_score) | fields - _$user$_risk_score"
risk_correlation_object_type_meval(2),"""$field$_risk_object_type""=if(isnotnull('$field$_risk_score'),""$value$"",null())"
risk_correlation_object_types_meval,"`risk_correlation_object_type_meval(host,""system"")`,`risk_correlation_object_type_meval(orig_host,""system"")`,`risk_correlation_object_type_meval(dvc,""system"")`,`risk_correlation_object_type_meval(src,""system"")`,`risk_correlation_object_type_meval(dest,""system"")`,`risk_correlation_object_type_meval(src_user,""user"")`,`risk_correlation_object_type_meval(user,""user"")`"
risk_correlation_others(2),"lookup update=true risk_correlation_by_other_lookup risk_object as ""$other$"", risk_object_type as ""$risk_object_type$"" OUTPUT risk_score as ""_$other$_risk_score"" | eval ""$other$_risk_score""=if(isnotnull($other$_risk_score),$other$_risk_score,_$other$_risk_score) | fields - _$other$_risk_score"
risk_correlation_score,eval `risk_correlation_score_meval`
risk_correlation_score_meval,"risk_score=if(isnotnull(risk_score),risk_score,max(orig_host_risk_score,dvc_risk_score,src_risk_score,dest_risk_score,src_user_risk_score,user_risk_score))"
risk_index,index=risk
risk_object_types,inputlookup risk_object_types_lookup
round(1),"`round(""$field$"",2)`"
round(2),"`round(""$field$"",""$field$"",$precision$)`"
round(3),"eval ""$outField$""=round('$inField$',$precision$)"
rubeus_command_line_parameters_filter,search *
rubeus_kerberos_ticket_exports_through_winlogon_access_filter,search *
runas_execution_in_commandline_filter,search *
rundll32_control_rundll_hunt_filter,search *
rundll32_control_rundll_world_writable_directory_filter,search *
rundll32_create_remote_thread_to_a_process_filter,search *
rundll32_createremotethread_in_browser_filter,search *
rundll32_dnsquery_filter,search *
rundll32_lockworkstation_filter,search *
rundll32_process_creating_exe_dll_files_filter,search *
rundll32_shimcache_flush_filter,search *
rundll32_with_no_command_line_arguments_with_network_filter,search *
rundll_loading_dll_by_ordinal_filter,search *
ryuk_test_files_detected_filter,search *
ryuk_wake_on_lan_command_filter,search *
s3_accesslogs,sourcetype=aws:s3:accesslogs
sai_events_indexes,index!=_* AND index!=infra_alerts
sai_metadata_indexes,index=em_meta
sai_metrics_indexes,index = em_metrics OR index = vmware-perf-metrics
sam_database_file_access_attempt_filter,search *
samsam_test_file_write_filter,search *
sc_exe_manipulating_windows_services_filter,search *
schcache_change_by_app_connect_and_create_adsi_object_filter,search *
schedule_task_with_http_command_arguments_filter,search *
schedule_task_with_rundll32_command_trigger_filter,search *
scheduled_search_skip_ratio,"`sim_set_index_internal` `sim_set_search_head` sourcetype=scheduler `sim_all_search_status` search_type!=""*_acceleration"" | `sim_savedsearch_dedup` | stats count(eval(`sim_all_search_status`)) AS total_exec, count(eval(status==""skipped"")) AS skipped_exec | eval skip_ratio = round(skipped_exec / total_exec * 100, 2) | fields skip_ratio"
scheduled_task_creation_on_remote_endpoint_using_at_filter,search *
scheduled_task_deleted_or_created_via_cmd_filter,search *
scheduled_task_initiation_on_remote_endpoint_filter,search *
scheduled_tasks_used_in_badrabbit_ransomware_filter,search *
schtasks_run_task_on_demand_filter,search *
schtasks_scheduling_job_on_remote_system_filter,search *
schtasks_used_for_forcing_a_reboot_filter,search *
screensaver_event_trigger_execution_filter,search *
script_error_msg_ignore,"(match(script, ""(streamfwd|splunk-(wmi\.path|MonitorNoHandle\.exe|winevtlog\.exe|netmon\.exe|perfmon\.exe|regmon\.exe|winprintmon\.exe|admon\.exe|powershell\.exe))"") AND exit_status=1) OR (script LIKE ""%instrumentation.py"" AND exit_status=114)"
script_execution_via_wmi_filter,search *
sdclt_uac_bypass_filter,search *
sdelete_application_execution_filter,search *
searchprotocolhost_with_no_command_line_with_network_filter,search *
secretdumps_offline_ntds_dumping_tool_filter,search *
security_content_ctime(1),"convert timeformat=""%Y-%m-%dT%H:%M:%S"" ctime($field$)"
security_content_summariesonly,summariesonly=false allow_old_summaries=true fillnull_value=null
security_domains,inputlookup append=T security_domain_lookup | fillnull value=true is_expected | rename label as security_domain_label
security_group_api_calls,(eventName=AuthorizeSecurityGroupIngress OR eventName=CreateSecurityGroup OR eventName=DeleteSecurityGroup OR eventName=DescribeClusterSecurityGroups OR eventName=DescribeDBSecurityGroups OR eventName=DescribeSecurityGroupReferences OR eventName=DescribeSecurityGroups OR eventName=DescribeStaleSecurityGroups OR eventName=RevokeSecurityGroupIngress OR eventName=UpdateSecurityGroupRuleDescriptionsIngress)
selinuxconfig,"sourcetype=""*:SELinuxConfig"""
selinuxconfig(1),dest=$host$ `selinuxconfig`
selinuxconfig(2),`selinuxconfig($host$)` | head $limit$
sentinelone_agents,eventtype=sentinelone_base_index sourcetype=sentinelone:channel:agents
sentinelone_base_index,eventtype=sentinelone_base_index
sentinelone_data_present,"search eventtype=sentinelone_base_index sourcetype=sentinelone:* | stats dc(sourcetype) as count by host| eval total_failures = if(count > 0, ""0"", ""1""), severity_level = if(total_failures > 0, 3, 0), message =if(total_failures>0,""No Data Found"", ""Data Found"") | rename host as instance | fields - count"
sentinelone_management_groups(2),"inputlookup sentinelone_groups_lookup | search (host=""$mgmt_host$"") (siteName=""$siteName$"")| eval ""Type""=case(ad_query!=""null"", ""AD synchronised"", rank==""null"", ""Static"", rank!=""null"", ""Dynamic"" )"
sentinelone_management_hosts,"inputlookup sentinelone_lookup | stats count by host | append [makeresults | eval host =""sentinelone""]"
sentinelone_management_sites(1),inputlookup sentinelone_lookup | search $management_host$ | stats count by siteName
sentinelone_management_sites_management(1),inputlookup sentinelone_lookup | search $management_host$ | stats count by siteName
sentinelone_threats,eventtype=sentinelone_base_index sourcetype=sentinelone:channel:threats
sentinelone_zero_groups_lookup,inputlookup sentinelone_groups_lookup | eval blank=null() | where isnotnull(blank) | outputlookup sentinelone_groups_lookup
sentinelone_zero_lookup,inputlookup sentinelone_lookup | eval blank=null() | where isnotnull(blank) | outputlookup sentinelone_lookup
service,"tag=service tag=report | tags outputfield=tag | fillnull value=""unknown"" dest,service,start_mode,status,State"
service(1),dest=$host$ `service`
service(2),"`service($host$)` | transaction _time,dest | head $limit$"
service_intel,`service_intel_by_threat_key(*)`
service_intel_by_threat_key(1),"inputlookup append=T service_intel where threat_key=""$threat_key$"" | fillnull value=0 updated,disabled | `set_threat_collection_name(""service_intel"")` | `get_threat_attribution_weight(threat_key)`"
service_intel_stats,"dc(service),dc(service_file_hash),dc(service_dll_file_hash)"
serviceprincipalnames_discovery_with_powershell_filter,search *
serviceprincipalnames_discovery_with_setspn_filter,search *
services_escalate_exe_filter,search *
services_lolbas_execution_process_spawn_filter,search *
services_tracker,inputlookup append=T services_tracker | `get_asset(dest)` | `get_identity4events(dest_owner)`
services_tracker(1),"inputlookup append=T services_tracker where `tracker_trp($timefield$,$timefield$)` | `get_asset(dest)` | `get_identity4events(dest_owner)`"
session_search(1),"(All_Sessions.dest_ip=""$bestmatch$"" OR All_Sessions.dest_mac=""$bestmatch$"" OR All_Sessions.dest_nt_host=""$bestmatch$"" OR All_Sessions.dest_dns=""$bestmatch$"" OR All_Sessions.user=""$bestmatch$"")"
session_start,"tag=network tag=session tag=start | fillnull value=unknown dest_ip,dest_mac,dest_nt_host,dest_dns,user"
sessions,"tstats `summariesonly` count from datamodel=Network_Sessions.All_Sessions where nodename=All_Sessions.Session_Start by _time,All_Sessions.dest_ip,All_Sessions.dest_mac,All_Sessions.dest_nt_host,All_Sessions.dest_dns,All_Sessions.user span=1s | `drop_dm_object_name(""All_Sessions"")` | rename dest_ip as ip, dest_mac as mac, dest_nt_host as nt_host, dest_dns as dns | sort 0 - _time | eval startTime=_time | fields _time,ip,mac,nt_host,dns,user,startTime"
sessions(1),"tstats `summariesonly` count from datamodel=Network_Sessions.All_Sessions where nodename=All_Sessions.Session_Start `session_search(""$bestmatch$"")` by _time,All_Sessions.dest_ip,All_Sessions.dest_mac,All_Sessions.dest_nt_host,All_Sessions.dest_dns,All_Sessions.user span=1s | `drop_dm_object_name(""All_Sessions"")` | rename dest_ip as ip, dest_mac as mac, dest_nt_host as nt_host, dest_dns as dns | sort 0 - _time | eval startTime=_time | fields _time,ip,mac,nt_host,dns,user,startTime"
